tool_id,avg_memory_in_gb,nr_samples
hmmer_hmmscan/3.3,2.122596158270268,148
ip_scale_image/0.4,2.1202833256296287,54
ucsc_cell_browser/1.0.0,2.1173785298823526,17
CONVERTER_bz2_to_uncompressed,2.115994013646538,911
hicexplorer_hicdetectloops/3.6,2.1034220555505625,89
rseqc_tin/2.6.4,2.095470006857144,14
cardinal_quality_report/1.12.1.1,2.094821376,1
chira_quantify/1.4.0,2.094455921777778,9
cardinal_combine/2.4.0.1,2.09195008,12
msstats/3.22.0.1,2.08715620848485,132
transdecoder/5.5.0,2.0871117242532624,995
fastqc/0.69,2.0755634906405565,715
jbrowse/1.16.10,2.0737090576897685,606
varscan_somatic/2.4.3.3,2.071797863369084,317
cardinal_spectra_plots/1.12.1.2,2.070547569777778,9
metaeuk_easy_predict/4.a0f584d,2.069966848,3
seq_filter_by_mapping/0.0.6,2.067761794409041,1594
bedtools_multicovtbed/2.30.0,2.0647624552296326,270
bedtools_mergebed/2.27.0.0,2.06437251588785,107
CONVERTER_mdconvert,2.064071450122449,49
chromeister/1.3.c,2.062336,1
gmx_fep/2019.1,2.060801047813953,43
sam_to_bam/2.1.1,2.0565948201715223,583
FileMerger/2.6,2.054190946461538,13
hyphy_slac/2.5.14,2.0510726023529413,68
seurat_export_cellbrowser/3.1.1_0.0.6,2.0454454613333333,3
search_gui/4.0.12,2.0428749937777777,9
scanpy_find_markers/1.4.30,2.0415757570081294,246
samtools_merge/1.9,2.0403579262200657,2063
velvetoptimiser/2.2.6,2.0292559871999982,640
ectyper/1.0.0,2.0233379840000025,851
pangolin/2.3.8,2.0204888064000004,15
abims_xcms_group/3.4.4.0,2.018501306396314,217
rseqc_read_distribution/2.6.4.1,2.0129630730018926,7921
moabs/1.3.4.6,2.0109402763636366,88
hicexplorer_hiccorrectmatrix/2.0.1,2.010320896,1
msstats/3.22.0.0,2.0093996817219724,223
egsea/1.10.0,2.006954335522388,268
migmap/1.0.2.2,2.0069449728000004,75
je_demultiplex_illu/1.2.1,2.0066195511351355,37
samtools_rmdup/1.0.0,2.005149035266395,2241
gmx_em/2019.1.4,2.0004948845714283,224
picard_MarkDuplicatesWithMateCigar/2.18.2.1,2.000327299657142,140
scanpy_find_variable_genes/1.4.30,1.9981436397037038,27
disco/1.2.1,1.9853997841860467,43
biomd_rmsd_clustering/0.1.5.2,1.982894665142857,14
trimns/0.1.0,1.9792459093333334,24
rseqc_deletion_profile/2.6.4,1.9786439514838707,62
anndata_export/0.7.4,1.9743230634666666,15
fasta_cli/4.0.33,1.9734209957647058,17
samtools_merge/1.13,1.971499637240583,345
scanpy_regress_variable/1.7.2,1.970941952,1
minfi_maptogenome/1.28.0,1.969278390857143,14
hicexplorer_hicconvertformat/3.6,1.9682936161415931,113
stacks2_ustacks/2.4,1.966718574056077,214
quast/5.0.2,1.9667083633077245,11897
fastq_paired_end_deinterlacer/1.1.5,1.9611613748382826,2424
seurat_export_cellbrowser/2.3.1,1.957731234909091,11
maker/2.31.11,1.9527186766844091,789
mothur_seq_error/1.39.5.0,1.9512567346478888,284
hyphy_gard/2.5.29,1.945001984,1
FidoAdapter/2.6,1.9418213158787891,132
CONVERTER_mol_to_mol2,1.93605632,2
deeptools_multi_bam_summary/2.5.7.0,1.93568768,1
samtools_fixmate/1.9,1.9338745173333354,327
cuffcompare/2.2.1.2,1.9318459317073173,205
gecko/1.2,1.9306035802352939,153
ngmlr/0.2.7,1.9302580626885235,183
crossmap_wig/0.3.7,1.9196876117333335,30
fastq_paired_end_splitter/1.1.5,1.9192535346393729,635
minced/0.1.5,1.91703019753612,263
scanpy_run_pca/1.4.30,1.9167611810909095,33
TargetedFileConverter,1.9152352349090902,33
deeptools_compute_matrix/3.5.1.0.0,1.9151351113356703,1710
IDPosteriorErrorProbability/2.3.0,1.9138289744313721,102
encyclopedia_fasta_to_prosit_csv/1.2.2,1.9135941973333335,12
schicexplorer_schicclusterminhash/1.0,1.9101784746666663,24
minfi_dropsnp/1.28.0,1.9090935808,10
trycycler_cluster/0.4.2,1.9017506816,10
jamm/1.0.7,1.9011776446984123,63
gecko/1.1,1.9011147093333332,3
chira_merge/1.1.2,1.8917376,11
cardinal_data_exporter/1.12.1.2,1.8891340175295608,795
hicexplorer_hicplotsvl/3.4.3.0,1.8879312023703696,54
stacks2_sstacks/2.4,1.8866353883428575,175
seurat_find_clusters/2.3.1,1.8847131550476188,21
md_converter/1.9.6,1.8842700863209891,243
bedtools_bamtobed/2.29.2,1.8839257251976662,1199
cutadapt/3.7,1.880508120143981,6057
chira_quantify/1.4.2,1.873135616,2
macs2_predictd/2.1.1.20160309.1,1.8728582646566156,597
sklearn_searchcv/1.0.8.2,1.8715295756564443,652
medaka_variant_pipeline/1.0.3,1.868239410196078,51
seurat_read10x/3.1.2,1.8601267200000005,38
anndata_ops/0.0.3,1.8586484636097558,82
bedtools_bamtobed/2.29.0,1.8570214968888912,882
medaka_variant/1.4.4,1.8566796688695657,46
length_and_gc_content/0.1.1,1.8552763331764708,170
scanpy_read_10x/1.4.3,1.8539575048152863,157
scanpy_remove_confounders/1.7.1,1.851058198755556,180
cardinal_filtering/1.12.1.2,1.843674112,4
hicexplorer_chicsignificantinteractions/3.4.3.0,1.8432002275555561,72
fastqc/0.52,1.842860644045978,261
cuffmerge/2.2.1.1,1.8423582985974027,154
seurat_find_markers/2.3.1,1.8402431431111113,9
scanpy_scale_data/1.4.3,1.8379793203200003,50
snpfreqplot/1.0,1.8360172017291396,2193
roary/3.12.0,1.8339047131428567,56
ncbi_blastp_wrapper/0.1.01,1.8337054720000001,2
_ensembl_gtf2gene_list/1.42.1,1.8305446125714286,448
msstats/4.0.0.0,1.8301154999694655,131
sucos_max_score/0.2.3,1.8270757281640801,3413
scanpy_scale_data/1.8.1,1.8267067733333333,6
rxdock_sort_filter/0.1.0,1.826262162285714,14
trycycler_subsample/0.5.1,1.8239334399999998,4
FeatureFinderCentroided/2.3.0,1.8157383679999999,6
sansa_annotate/0.0.8,1.8138902528000003,80
FalseDiscoveryRate/2.6,1.8123258580501391,359
bedtools_intersectbed/2.27.1,1.8081900155816997,153
roary/0.1.0,1.807967744,8
nextclade/1.10.3,1.807536128,1
scanpy_run_tsne/1.4.3,1.805372993163637,165
samtools_stats/2.0.1,1.8042977775483875,62
sarscov2formatter/0.5.3,1.803206656,2
minfi_dmp/1.28.0,1.8021857279999998,12
CONVERTER_fastq_to_fqtoc0,1.8020191541563664,10744
nextalign/1.7.0,1.800257536,1
proteomiqon_peptidespectrummatching/0.0.7,1.7993181320533331,75
bcftools_csq/1.9,1.7892650422857144,7
samtools_view/1.13,1.7869418795707321,1230
_ensembl_gtf2gene_list/1.52.0,1.786367886222223,216
snpSift_filter/4.3.0,1.784989696,4
dropletutils/1.2.1+5,1.7841700807209722,577
hicexplorer_hicnormalize/3.6,1.7823119489620254,158
hicexplorer_hicconvertformat/3.4.3.0,1.7745588151504441,226
stacks2_kmerfilter/2.55,1.7726149231304342,92
CONVERTER_bcf_uncompressed_to_bcf,1.7722368000000002,2
scanpy_compute_graph/1.4.31,1.7674315032920351,226
sRNAPipe/1.1.1,1.7644288990967738,31
seurat_run_pca/2.3.1,1.7633749178181821,11
dropletutils/1.2.1+2,1.7586248282352943,17
samtools_rmdup/1.0.1,1.7583554559999999,15
anndata_manipulate/0.7.4,1.7580545575384614,26
cshl_fastq_quality_filter/1.0.0,1.755807744,1
MapAlignerPoseClustering/2.6,1.7527391232000002,40
fastq_paired_end_interlacer/1.2.0.1,1.7485906695390476,4226
hmmer_phmmer/3.3,1.7445224344303798,79
raceid_filtnormconf/3.1,1.743491072,224
maxquant_mqpar/1.6.3.4,1.7377061546666661,15
mothur_merge_sfffiles/1.39.5.0,1.7334616628965518,29
CONVERTER_bcf_to_bcf_uncompressed,1.7317990399999998,2
seurat_filter_cells/3.1.2,1.7315920058181822,22
rseqc_read_quality/2.6.4,1.7300295180487808,82
bedtools_genomecoveragebed_bedgraph/2.19.0,1.7278337836946573,655
picard_CollectWgsMetrics/2.18.2.1,1.7274544509830514,236
ncbi_rpstblastn_wrapper/2.10.1,1.7266706904615385,52
thermo_raw_file_converter/1.3.3,1.7266233716363637,11
TextExporter/2.6,1.7224749085467623,139
kraken-report/1.3.1,1.721685329012657,948
deeptools_multi_bigwig_summary/3.5.1.0.0,1.71976916720442,181
ctsm_fates/2.0.1,1.7162199655939854,133
seurat_run_tsne/2.3.1,1.7155715072,10
bio3d_dccm/2.3.4,1.7124294385934065,182
seurat_create_seurat_object/2.3.1,1.7118273535999997,20
gffcompare/0.10.6,1.7108172799999999,5
samtools_rmdup/2.0,1.7055978562821867,567
sam_to_bam/1.1.2,1.7017940599626167,107
humann_regroup_table/3.0.0,1.7001853672727274,154
hyphy_fade/2.5.31,1.6994046103703704,135
sucos_max_score/0.2.1,1.6954738927956416,1468
stacks2_populations/2.4,1.6941116791657356,537
TextExporter/2.3.0,1.6940442615537188,121
seurat_scale_data/3.1.1,1.693014016,2
gmx_sim/2020.2,1.6924548025648842,262
scanpy_compute_graph/1.4.30,1.690344740571429,28
nanoplot/1.13.0,1.6898883584,135
scanpy_filter_cells/1.8.1,1.6853868464466022,103
delly_call/0.8.7,1.684809468394366,71
metaquantome_expand/2.0.0-0,1.6810491056551722,29
qiime_pick_closed_reference_otus/1.9.1.0,1.678330888904348,230
IDPosteriorErrorProbability/2.6,1.6770357325283018,212
CONVERTER_interval_to_bigwig_0,1.6764347423030308,132
drep_dereplicate/2.5.4.0,1.6762643342222223,90
seurat/4.0.5,1.6752817493333334,3
kraken-mpa-report/1.2.4,1.6750850809203537,113
spaln/2.4.7,1.673816064,4
hmmer_hmmfetch/3.3.2,1.6693792182857141,7
hicexplorer_hicplotviewpoint/2.1.4.0,1.6679325874086952,115
FeatureFinderMetabo/2.6,1.6668600092444448,180
hyphy_bgm/2.5.31,1.6635151068617893,123
pe_histogram/1.0.1,1.663422986635015,1011
snpEff/4.3,1.6609293293594003,40724
deeptools_compute_matrix/2.5.1.1.0,1.6598210559999997,4
samtools_mpileup/2.1.6,1.6585695613023241,86
fastpca/0.9.1,1.6573988507826087,69
HighResPrecursorMassCorrector/2.2.0,1.656904650105263,19
hyphy_fel/2.5.14,1.6545790383157897,76
scanpy_run_umap/1.8.1,1.6545300479999998,2
picard_AddOrReplaceReadGroups/2.7.1.0,1.6524228135384615,13
scanpy_run_umap/1.4.30,1.6497463259099114,222
prinseq/0.20.4,1.6491521442253512,426
sniffles/1.0.12,1.6479314559999996,64
picard_ReplaceSamHeader/2.18.2.1,1.6441379674838703,31
snpSift_geneSets/4.3.0,1.6428100266666668,15
thermo_raw_file_converter/1.2.3,1.6413545658181818,88
cshl_fastx_trimmer/1.0.2,1.640637192001706,4703
fastq_manipulation/1.1.5,1.639801748123179,617
samtools_bedcov/2.0.3,1.6396663466666666,30
chromeister/1.5.a,1.6363563541512611,238
FileInfo/2.6,1.6348064322442728,393
homer_scanMotifGenomeWide/4.11,1.6315874417777778,9
scanpy_find_cluster/1.4.3,1.6304548677232715,159
pipelign/0.2,1.628380802976744,43
metaquantome_expand/2.0.2,1.6262247290434784,23
homer_gtf_to_annotations/4.11,1.624474935652174,46
hmmer_hmmsearch/0.1.0,1.6241199072135752,3535
sample_seqs/0.2.1,1.6236667994196918,772
gatk4_mutect2/4.1.7.02,1.6233186157714279,140
sucos_max_score/0.2.2,1.6229160811220291,11907
music_construct_eset/0.1.1,1.6228203250526319,76
deeptools_plot_fingerprint/3.5.1.0.0,1.621792595738318,107
ucsc_cell_browser/0.7.10,1.6205714921739134,92
bg_sortmerna/2.1b.5,1.6191345530434784,46
cardinal_mz_images/2.10.0.0,1.6184625771162795,129
hicexplorer_hicadjustmatrix/3.6,1.6133706724324324,37
ProteinResolver/2.3.0,1.610743808,1
mothur_mimarks_attributes/1.39.5.0,1.6106306953846152,13
samtools_depth/1.13,1.610313492597704,261
scanpy_read_10x/1.6.0,1.610143185454545,33
stoceps_glm/0.0.1,1.6092986026666665,12
hicexplorer_chicviewpointbackgroundmodel/3.6,1.609259194181818,11
bedtools_links/2.30.0,1.608918357333333,3
abims_xcms_xcmsSet/3.4.4.1,1.6081069638314383,4034
deseq2/2.11.40.6,1.6070782633045622,18739
roary/3.10.2,1.6033701888,5
metaquantome_expand/2.0.0-1,1.6008265727999997,5
sam_dump/2.10.8,1.5988861610666667,15
hicexplorer_hicnormalize/3.4.2.0,1.5987328465454547,11
tximport/0.1,1.5946759801904757,168
bedtools_mergebed/2.30.0,1.5923314888711457,1102
ncbi_rpsblast_wrapper/2.10.1,1.5920086188883125,385
iterative_map_pipeline/1.0,1.591203997538461,13
deeptools_plot_enrichment/3.0.2.0,1.58922752,6
rseqc_geneBody_coverage/2.6.4.3,1.5845766045065115,6531
deseq2/2.1.8.0,1.5839570458947367,38
chira_quantify/1.3.1,1.5823228342857145,14
cshl_fastx_collapser/1.0.1,1.5815820357166397,3035
snpSift_dbnsfp/4.3.0,1.579986944,2
sklearn_model_validation/1.0.8.2,1.5788686344462812,121
scanpy_compute_graph/1.4.3,1.5781582522616822,107
charts/1.0.1,1.577150667763911,1186
schicexplorer_schicnormalize/1.0,1.5765053439999999,7
minia/3.2.1,1.5752398730052364,382
PeptideIndexer/2.6,1.5721890496688171,465
rseqc_tin/2.6.4.1,1.5717101789405412,370
graphmap_align/0.5.2,1.5672769751779636,2686
scanpy_compute_graph/1.8.1,1.5638052864000003,5
scanpy_find_cluster/1.4.30,1.561022343529413,238
quantp/1.0.0,1.5562192213333335,9
thermo_raw_file_converter/1.3.4,1.5559655141142112,753
mmpbsa_mmgbsa/21.7,1.554341888,2
scanpy_run_pca/1.8.1,1.5540974933333331,3
seurat_find_neighbours/3.1.1,1.5520768,1
cutadapt/1.16.5,1.551288285768848,33504
hyphy_slac/2.5.31,1.5489967241985814,141
scanpy_cluster_reduce_dimension/1.7.1,1.5479941413690241,1046
vcfanno/0.3.2,1.546946218666667,12
scanpy_compute_graph/1.6.0,1.540720302987342,79
gfastats/1.2.1,1.539721216,2
seurat_find_markers/3.1.2,1.5394169742222221,9
dada2_learnErrors/1.14,1.5344276461779354,281
samtools_rmdup/2.0.1,1.5342329887469706,17441
minfi_rset/1.28.0,1.5334652586666664,12
monocle3_learnGraph/0.1.4,1.533059072,5
obi_grep/1.2.11,1.5320004505027929,179
metaquantome_expand/1.0.0-0,1.5316033535999998,45
datasets_download_genome/12.32.0,1.52940544,1
chira_collapse/1.4.3,1.528705346064517,496
scanpy_run_pca/1.4.3,1.5267537233814423,97
seurat_run_tsne/3.1.1_0.0.6,1.5212032,2
EMBOSS: dan19/5.0.0.1,1.520384682666667,3
scanpy_run_tsne/1.8.1,1.5178205866666665,3
medaka_variant_pipeline/1.0.1,1.516945408,16
merge_metaphlan_tables/3.0.7,1.516335104,1
cardinal_mz_images/1.12.1.0,1.516167168,1
hicexplorer_chicqualitycontrol/3.4.1.0,1.514272768,2
hicexplorer_hicfindrestrictionsites/3.4.3.0,1.5141828266666675,48
macs2_randsample/2.1.1.20160309.1,1.5108984225185182,54
FeatureFinderMetabo/2.5,1.5053634634202906,276
fasterq_dump/2.10.7,1.5049562312997349,377
scanpy_run_tsne/1.4.30,1.499099388493149,292
infernal_cmpress/1.1.4,1.49854208,1
pygenomeTracks/3.2.1,1.496516991214725,652
nextclade/0.14.4,1.4959733248000002,160
meme_dreme/4.11.2.0,1.4959711407963676,3963
proteomics_moff/2.0.2.0,1.4939971583999998,10
dada2_learnErrors/1.20,1.492944661726937,271
ncbi_rpsblast_wrapper/0.3.3,1.4910692366027392,73
ucsc-twobittofa/357,1.486506104470589,51
samtools_mpileup/0.0.1,1.4860522163339391,551
hmmer_phmmer/3.3.2,1.485863357217391,69
dada2_dada/1.18,1.4857003256661054,593
flashlfq/1.0.0.0,1.4835128320000002,4
mdanalysis_cosine_analysis/0.20,1.4834830098199048,211
scanpy_find_markers/1.6.0,1.48013656111628,129
picard_CollectGcBiasMetrics/2.18.2.1,1.4793019122919708,137
progressivemauve/2015_02_13.1,1.4787723264000001,25
goseq/1.34.0,1.477030912,4
sam_dump/2.11.0,1.4765348109473684,38
atactk_trim_adapters/0.1.6,1.4738187067474746,99
FalseDiscoveryRate/2.2.0,1.4707645440000003,32
scanpy_run_tsne/1.6.0,1.4678864316144573,83
fasta_cli/4.0.25,1.458724608,16
PeptideIndexer/2.3.0,1.457049787398693,153
bio3d_pca_visualize/2.3.4,1.4563151468169029,426
limma_voom/3.50.0,1.4542391691228067,114
ctb_mordred_descriptors/0.1.0,1.4542178986666665,3
fasta_cli/1.0.1,1.4539434666666666,3
scanpy_run_tsne/1.7.2,1.4519684854025967,77
ncbi_makeblastdb/0.3.3,1.45123221049931,2183
artic_minion/1.1.3,1.44932522145547,786
minfi_mset/1.28.0,1.4479245897142856,14
sickle/1.33.1,1.4424023039999996,36
fastp/0.20.1,1.440646448030214,653550
samtools_split/1.9,1.4398475430697706,473
freebayes/freebayes-0.9.14,1.4381888853333333,3
quality_metrics/2.2.8,1.4373742585775082,329
idr_download_by_ids/0.41,1.4369370111999997,10
samtools_bam_to_cram/1.13,1.435865088,2
ruvseq/1.26.0,1.4345766541102367,127
DecoyDatabase/2.3.0,1.4327570204444444,108
picard_NormalizeFasta/2.18.2.1,1.4324787768549219,1675
openbabel_filter/2.4.2.1.1,1.4319206399999997,12
seurat_run_pca/3.1.1,1.429078016,1
medaka_variant_pipeline/1.3.2,1.4289393935421688,83
seurat_dim_plot/2.3.1,1.4281192106666667,12
seurat_export_cellbrowser/3.1.2,1.4277249706666666,3
CONVERTER_bed_gff_or_vcf_to_bigwig_0,1.422095740960422,1516
dada2_dada/1.14,1.420866928639998,850
umi_tools_extract/1.1.2,1.4192191119453317,439
kraken_taxonomy_report/0.0.2,1.417390374575343,292
mmpbsa_mmgbsa/21.10,1.41640704,4
vegan_rarefaction/2.4-3,1.4147431862857147,7
goseq/1.44.0,1.413627913660377,848
fastq_quality_trimmer/1.0.1,1.41209088,4
snpEff/3.4,1.411564544,4
mimodd_covstats/0.1.8_1,1.4096606512432428,74
slamdunk/0.4.1,1.4090451267368427,38
dada2_plotComplexity/1.18,1.4064105924155845,77
fastqc/0.67,1.4033341098666672,210
metaquantome_expand/2.0.1,1.403035306666667,12
nextclade/1.9.0,1.402976256,2
viennarna_rnaalifold/2.2.10.1,1.4023151496699031,103
dada2_plotQualityProfile/1.18,1.4017663510260874,115
bedtools_bedtobam/2.30.0,1.4010857364210518,76
egsea/1.6.0.1,1.40025856,8
gmx_em/2020.2,1.3983791786666664,168
je_markdupes/1.2.1,1.395126354904488,1581
CONVERTER_tar_to_directory,1.39493666683871,31
dada2_filterAndTrim/1.18,1.393445658448343,513
hmmer_phmmer/0.1.0,1.3894649675294115,136
sickle/1.33.2,1.3889314786349503,1934
monocle3_preprocess/0.1.4,1.38758144,5
medaka_variant_pipeline/1.4.4,1.3872972989629633,27
bedtools_genomecoveragebed/2.30.0,1.3865552106540757,847
thermo_raw_file_converter/1.1.2,1.3854160806956526,23
anndata_import/0.7.4,1.382604214857143,7
imagej2_watershed_binary/3.0.0,1.3824861572413791,29
fastqc/0.73,1.3818068488942554,135405
fastq_filter/1.0.0,1.3805550445714283,14
mothur_summary_qual/1.39.5.0,1.3805269333333332,24
fasta_cli/4.0.41,1.3790027776000002,20
seacr/1.3,1.377922693504119,1093
medaka_variant/1.0.3,1.3769827465056268,17752
deseq2/2.11.40.7,1.376614834621183,2521
length_and_gc_content/0.1.2,1.3750272706206899,58
_dropletBarcodePlot/1.6.1,1.3739349333333326,216
fastq_trimmer/1.1.5,1.3726461742329676,2481
scanpy_run_umap/1.4.3,1.3721530270476192,84
ucsc_cell_browser/0.5.21,1.371395674352941,68
limma_voom/3.50.1,1.3705035236407184,167
scanpy_find_variable_genes/1.4.3,1.3699955779270074,137
scanpy_inspect/1.7.1,1.36962332053255,1367
rxdock_sort_filter/0.1.5,1.3693540025025221,12314
cutadapt/1.6,1.368418128457143,70
OpenSwathAssayGenerator/2.5,1.3646525781333334,15
dexseq_count/1.26.0.0,1.3631296853333332,6
scanpy_find_cluster/1.6.0,1.3616943786666658,108
hicexplorer_hicinfo/3.6,1.360955544835821,67
hyphy_meme/2.5.31,1.3605386124075471,265
dada2_mergePairs/1.18,1.3521535297254905,102
basil/1.2.0,1.3520463294358978,39
sklearn_searchcv/1.0.8.3,1.351686770938776,49
monocle3_topmarkers/0.1.5,1.35122944,2
hicexplorer_hicquickqc/3.4.1.0,1.3508124672000001,5
minia/3.2.6,1.3506833066666666,6
hyphy_gard/2.5.5,1.3475375786666666,3
egsea/1.6.0.0,1.346646016,1
rna_quast/2.2.0,1.3422837191111112,72
scanpy_compute_graph/1.7.2,1.34212600937931,58
bamtools/2.4.0,1.3381765119999995,68
macs2_bdgpeakcall/2.1.1.20160309.0,1.3369121615356678,771
OpenSwathMzMLFileCacher/2.6,1.336311808,1
PicardInsertSize/1.56.0,1.3338843285853663,82
imagej2_shadows/3.0.0,1.3332155354074076,27
meme_fimo/5.0.5.0,1.3327493990373807,7812
scanpy_scale_data/1.6.0,1.3309330537931037,29
chira_quantify/1.3.4,1.32891648,4
vcfbedintersect/1.0.0_rc1,1.3264669576446708,197
hyphy_summary/1.1.0,1.3264008192000003,80
stacks2_gstacks/2.53,1.3231662811428568,56
varscan_copynumber/2.4.3.2,1.321021520313726,102
metams_runGC/2.1.1,1.31964092416,25
cardinal_spectra_plots/1.12.1.0,1.319569408,2
chromeister/1.2,1.3170302754594594,37
usher/0.2.1,1.316943872,2
seqtk_sample/1.3.2,1.315681447449018,2599
raven/1.8.0,1.313139712,12
scanpy_run_diffmap/1.4.3,1.3105551359999998,12
cshl_fastx_artifacts_filter/1.0.1,1.3064324566486483,148
CONVERTER_wig_to_bigwig,1.3031853751443856,187
bedtools_multicovtbed/2.29.0,1.3020522666666672,96
macs2_filterdup/2.1.1.20160309.1,1.3009758095118102,127
ncbi_blastn_wrapper/0.3.0,1.2985486697829078,866
imagej2_analyze_skeleton/3.0.0,1.2951220224,140
samtools_filter/1.1.1,1.2944869934545462,374
samtools_flagstat/1.0.0,1.2939453138823522,1360
deeptools_plot_profile/3.5.1.0.0,1.2924318719999999,8
kallisto_pseudo/0.46.0.1,1.2902575585882348,136
ip_scale_image/0.2,1.2881099354352947,85
rseqc_bam2wig/2.4galaxy1,1.2879926613333332,6
snippy_core/3.2,1.2876431566868687,198
TargetedFileConverter/2.6,1.2865582609655177,29
OpenSwathDecoyGenerator/2.5,1.2846761229473682,19
rbc_mafft/7.221.0,1.2843366399999998,4
medaka_consensus/1.0.1,1.2838694326857145,35
rdock_sort_filter/0.2.0,1.283180549421171,6800
imagej2_find_edges/3.0.0,1.2808650962051278,39
imagej2_binary_to_edm/3.0.0,1.2802611013818186,55
cutadapt/3.4,1.278407471739507,19412
scanpy_read_10x/1.7.2,1.2781326336000003,20
scanpy_integrate_harmony/1.6.0,1.2774447786666667,6
cat_add_names/5.0.3.0,1.2766734201459855,137
gffread/0.11.6.0,1.2735748505600002,25
gffcompare/0.11.2,1.2729371567974503,1254
scanpy_scale_data/1.7.2,1.2719953920000004,48
deeptools_plot_profile/3.1.2.0.0,1.2698170043923147,989
seurat_find_variable_genes/3.1.1_0.0.6,1.2695531519999999,6
scanpy_run_fdg/1.7.2,1.26722048,7
msstatstmt/1.8.0,1.2664584664615381,26
obi_ngsfilter/1.2.13,1.266416673032258,124
minfi_getbeta/1.28.0,1.2662878580363635,55
bedtools_bamtobed/2.19.0,1.264257024,6
graphprot_predict_profile/1.1.7,1.2634524071724127,232
sccaf_asses/0.0.9,1.2616192000000002,4
picard_ValidateSamFile/2.18.2.1,1.2608577970973447,113
gecco/0.8.5,1.2607068947692308,78
chira_collapse/1.3.7,1.2606453760000003,36
mimodd_sort/0.1.8_1,1.260615995076923,52
scanpy_find_cluster/1.8.1,1.259907072,2
stringtie/1.2.3,1.2565715626666667,6
stacks_populations/1.46.2,1.255202816,2
sucos_clustering/2020.03.4,1.2539673599999999,8
delly_lr/0.8.7,1.2525184,8
mothur_get_sharedseqs/1.39.5.0,1.2517467477333342,90
anndata_manipulate/0.7.5,1.2515145526893747,1497
dropletutils_empty_drops/1.0.4,1.2509996125090905,110
nextclade/0.14.2,1.24956672,4
CONVERTER_gff_to_bgzip_0,1.2491374697209576,1713
ont_fast5_api_multi_to_single_fast5/3.1.3,1.2486745088000002,40
metaeuk_easy_predict/5.34c21f2,1.2479378773333334,3
scanpy_filter/1.7.1,1.243372675282054,936
scanpy_run_umap/1.6.0,1.2390974016901413,71
OpenSwathAssayGenerator/2.6,1.2340953403076926,26
bcftools_mpileup/1.10,1.232301997962806,699
gemini_roh/0.20.1,1.232052304313725,51
hicexplorer_hiccomparematrices/3.6,1.2319499970704226,71
goseq/1.36.0,1.2311049466249167,2938
imagej2_skeletonize3d/3.0.0,1.2302562742857144,28
QCCalculator/2.3.0,1.230125056,6
repeatmasker_wrapper/4.0.7,1.228983588571429,84
snpSift_rmInfo/4.3,1.2285553876714974,207
pampa_communitymetrics/0.0.1,1.2278916517647058,17
IDMapper/2.6,1.2257239642352957,204
snippy_core/4.3.6,1.225515008,1
chira_collapse/1.3.5,1.2252991803076922,13
stacks_populations/1.46.1,1.2240534462890174,173
jbrowse_to_standalone/1.16.11,1.2196911786666669,6
gemini_set_somatic/0.20.1,1.2182712320000002,38
express/1.1.1,1.2182705245090908,55
varscan/2.4.2,1.217589865271029,856
mothur_amova/1.39.5.0,1.217274077405406,111
seurat_run_tsne/3.1.1,1.2154490880000002,2
imagej2_math/3.0.0,1.214293845333333,96
anndata_ops/1.6.0,1.214049367771429,35
minfi_read450k/2.1.0,1.2136728636831684,101
drep_compare/3.2.2,1.2135466740869565,23
transdecoder/3.0.1,1.212489431986556,595
limma_voom/3.48.0,1.2112019848359952,1378
chipseeker/1.16.2,1.210429667555555,36
crossmap_bed/0.3.7,1.2082410197129176,209
dada2_mergePairs/1.14,1.2078569499778038,811
imagej2_bunwarpj_raw_transform/3.0.0,1.2077677714285715,28
ctb_mordred_descriptors/1.2.0,1.206063864685714,70
scater_normalize/1.12.2,1.2059474910967742,31
bedtools_nucbed/2.30.0,1.203694366372881,59
myrimatch/3.0.21142.0,1.201598464,1
ngsutils_bam_filter/0.5.9,1.200425049066596,7703
bamSplit/2.4.0,1.1993907199999998,36
EMBOSS: checktrans9/5.0.0.1,1.197288448,4
msconvert/3.0.20287.2,1.1934234799086598,3591
imagej2_analyze_particles_binary/3.0.0,1.1921417043116878,77
ribotaper_create_annotation/0.1.0,1.1898839711475404,61
chira_quantify/1.3.3,1.1896895015384616,13
samtools_fastx/1.13,1.1888264303220966,267
dada2_learnErrors/1.12,1.1866133065142854,35
music_construct_eset,1.185349632,1
mothur_nmds/1.39.5.0,1.1829852458252417,103
hicexplorer_hicpca/2.1.0,1.182511104,1
deseq2/2.11.40.5,1.1823377066666667,102
samtools_mpileup/2.1.4,1.1821481382411585,2206
delly_call/0.9.1,1.1821359104,10
cmcv/1.0.8,1.1818164223999994,25
imagej2_smooth/3.0.0,1.181188311578948,38
vsearch_dereplication/2.8.3.0,1.181142649540187,535
scanpy_normalize/1.7.1,1.1801783708656717,268
diapysef/0.3.5.0,1.1798655013577972,109
bamtools/2.5.1,1.1793555392741315,259
gmx_md/2018.2,1.1776161109333332,15
vsearch_chimera_detection/2.8.3.0,1.1764401652093028,86
hicexplorer_hicplotmatrix/3.4.2.0,1.1747376640000002,16
minfi_getM/1.28.0,1.172631552,1
scater_plot_tsne/1.12.2,1.1701237272380953,42
dropletutils_read_10x/1.0.4,1.1670546974117644,136
ip_curve_fitting/0.0.1,1.1665718125714286,7
xcms_merge/3.4.4.0,1.1664333034503813,131
